Id2,Total; Estimate; Total population,Male; Estimate; Total population,Female; Estimate; Total population,Male; Estimate; AGE - Under 5 years,Male; Estimate; AGE - 45 to 49 years,Male; Estimate; AGE - 50 to 54 years,Male; Estimate; AGE - 55 to 59 years,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Female; Estimate; AGE - Under 5 years,Female; Estimate; AGE - 45 to 49 years,Female; Estimate; AGE - 50 to 54 years,Female; Estimate; AGE - 55 to 59 years,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Male; Estimate; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
23666,51728,25367,26361,6.3,7.6,6.9,5.6,13.9,44.1,15.6,5.8,7.7,7.9,7.2,9.6,41.7,20.1,32.6,39.3,1115,22776,191070,808073
37885,5187,2778,2409,6.2,2.6,3.9,7.7,13.3,35.1,31.2,2.9,3.4,10.3,7.1,8.8,30.4,37.1,44.3,51.5,102,4895,45345,206524
6415,16784,8066,8718,3.8,10.6,7.3,7.5,13.1,39.9,17.7,5.4,8.7,9.6,6.5,14.3,37.8,17.7,40.1,39.3,309,3119,27963,123485
37313,1530,765,765,10.2,4.7,9.2,5.6,15.7,36.5,18.2,7.3,9.4,6.8,4.3,11.6,36.3,24.2,29.3,37.4,12,230,1165,5277
21222,54946,26551,28395,5.9,8.1,7.6,7.1,12.7,38.8,19.9,5.8,6.1,7.3,7,12.4,36.8,24.6,38.2,40.6,755,9066,73093,331381
99510,332,292,40,0,11.3,26,13.7,0,44.2,4.8,0,35,12.5,30,0,12.5,10,48.3,51.3,12,53,530,2137
83013,556,213,343,0,6.1,4.2,7,0,30.5,52.1,7.3,2.3,0,2,0,53.9,34.4,61.1,34,11,211,1524,18341
95354,24838,12336,12502,9.5,6.1,6.8,5.5,14.2,43.2,14.8,6.8,5.4,7.4,5.6,14.5,41.6,18.8,31.9,33.9,930,13091,135543,598802
26570,3612,1818,1794,1.8,9.5,5.7,11.6,8.4,38.4,24.7,5.6,6.4,4.6,8.6,12.9,38.5,23.4,45.6,38.7,27,839,17641,62452
97493,247,134,113,0,5.2,2.2,0,0,11.2,81.3,0,0,0,2.7,6.2,10.6,80.5,67.9,65.3,7,82,683,2953
4037,3773,1752,2021,1.7,8.8,6.3,10.3,14.5,29.8,28.6,1.2,8.1,6.2,11.9,12.6,30.9,29.2,48.5,49.3,108,1081,11592,41437
31513,16410,7958,8452,6.4,7.1,7.6,5.9,13.7,40.3,19,7.7,6.2,6.1,5.7,16.4,35.1,22.7,35.8,38.7,323,5677,76446,261645
80010,43987,22840,21147,9.3,6,5.6,4.4,17.9,48.6,8.1,10.2,6.4,5.3,4.5,17.5,45.9,10.1,29.8,28.5,500,4691,39889,173566
91739,38490,19743,18747,5.1,8,8.4,5.5,17.6,44.2,11.2,6.5,8.5,6.9,6.1,14.1,46,11.8,32.6,37.2,623,10280,71993,298750
72019,23987,11871,12116,6.7,5.9,7.9,5.9,15.6,36.8,21.3,6.5,7.2,6.5,8.2,13,36.4,22.2,39.8,39.8,273,1688,13164,63550
16136,708,310,398,7.4,6.8,0,10,12.3,41.9,21.6,5.5,1.8,4.3,7.3,12.8,35.9,32.4,38.9,38.3,15,543,6305,23262
54932,1407,663,744,6,13.4,10.1,6.5,11.6,31.7,20.7,6.2,8.2,3.9,7.1,17.6,39.5,17.5,45.2,38.1,23,102,714,3509
8109,22999,11071,11928,8.2,7.3,8.5,6.9,10.7,39.1,19.4,6.9,7.1,7.7,9.1,8.9,37.6,22.7,40.3,41.7,477,8381,85163,354943
97885,1179,605,574,1.7,7.9,8.4,13.2,12.1,20.2,36.5,7.3,5.6,8.4,8,15.3,26.3,29.1,54.9,45.7,45,133,812,4323
15486,2361,1143,1218,7.9,5.6,7.5,7.9,11.8,34.6,24.7,6.1,9.5,4.8,10.1,8.7,31.9,29,41.1,46.7,22,141,1121,4221
24983,2251,1159,1092,3.2,6.6,4.8,8.6,11.1,30.9,34.7,3.2,6,6.1,10.9,12.7,22.7,38.4,48.5,52.7,54,738,7307,31796
56236,359,158,201,1.3,10.1,11.4,15.8,5.1,39.2,17.1,7,10.9,4.5,7,16.9,34.8,18.9,48.1,33.1,12,25,136,676
54441,840,432,408,7.2,7.2,13,6.3,15.5,27.8,23.1,2.2,10.3,9.3,8.8,14,32.6,22.8,44.7,45.5,6,41,203,857
38868,5549,2662,2887,7.1,8.6,7.2,7.5,13.8,44.4,11.5,10.2,7.3,7.9,7.6,14,35.3,17.7,35.5,34.5,57,729,5656,26252
1590,9080,4512,4568,4.2,12,9.8,4.4,15.5,31.5,22.7,2.6,10.7,6.7,8.3,15.2,36.6,19.9,44.7,41.9,155,1703,17561,87284
82321,725,377,348,10.9,10.1,5.6,8.5,14.9,35.3,14.9,8,12.9,8,12.1,10.1,29.3,19.5,33,45.7,44,259,3668,13404
80218,19066,9932,9134,3.8,5.6,5.3,6.1,2.7,57.9,18.5,2.9,3.5,3.8,6,4.2,62.1,17.4,35.2,32.5,754,10325,130077,559582
90230,31978,15500,16478,6,7.5,5.7,6.1,13.3,44.3,17.2,4.1,7.3,6.8,5.7,10.9,41.1,24.2,35.7,41.2,1389,26724,272622,1120150
14767,2009,1016,993,7.5,7.1,6.3,6.6,18.8,32.4,21.4,8.8,6.1,5.4,4.8,15.9,39.1,19.8,36.8,34.5,19,73,410,1813
57334,829,393,436,6.4,8.4,5.3,6.6,16.3,33.6,23.4,4.6,5.5,4.6,8.5,20.4,33.5,22.9,40.9,40.5,20,79,598,3443
11545,12426,6174,6252,5.7,9.7,8.5,9.5,15.1,29.3,22.3,3.3,9.5,9.5,8.4,13.9,31.4,24,45,45.5,458,5072,53147,245349
32003,30350,14884,15466,5.1,8.3,8.9,6.7,17.1,35.6,18.2,3.4,10.1,9.1,5.7,15.7,34.8,21.2,40.9,43.2,575,5992,43301,184791
99678,882,467,415,11.1,8.6,7.3,7.5,16.7,37.5,11.3,13,4.1,7.5,5.3,22.7,40.2,7.2,29.6,23,12,53,326,3277
37714,4654,2287,2367,5.4,10.8,6,5,12.7,34.3,25.7,5.5,6.9,6.6,5.6,9.9,40.6,24.9,41.8,41.7,39,864,5496,26197
52737,403,193,210,1,9.8,5.2,8.3,10.9,42.5,22.3,6.2,8.1,11.9,5.2,14.8,33.8,20,39.8,42.2,6,24,184,826
6026,5023,2428,2595,7,9.4,7.2,8.7,15.2,31.6,20.9,7.4,9.7,5.3,9.1,12.5,31.7,24.2,41.5,43.8,167,3245,43523,184850
97416,1247,627,620,2.9,2.2,6.2,8.1,22.3,35.9,22.3,3.5,4.5,8.1,8.1,14.7,38.9,22.3,31.1,36,13,86,653,3091
7649,8146,3691,4455,5.5,8.2,7.8,9,15.4,31.8,22.3,3,9.5,7.9,8.4,20.4,27,23.8,43.9,44.7,288,2992,30279,133917
40940,707,388,319,14.4,4.4,3.4,0,4.1,49,24.7,10,8.2,2.8,0,20.1,32.9,26,30.8,29.4,4,50,290,1208
73662,6611,4018,2593,6.6,5.4,5.7,4.3,9.8,57,11.1,10,6.2,7,9.7,10.8,35.6,20.7,31.6,39.4,134,1761,17737,65453
45685,891,379,512,14.8,6.3,9.5,4.7,15.6,31.7,17.4,10.7,2.1,8,11.1,8.6,42.6,16.8,37,33.1,13,84,438,1849
78007,106,43,63,0,0,0,16.3,14,46.5,23.3,27,0,7.9,0,0,25.4,39.7,28.7,41.6,5,18,352,578
72739,344,174,170,9.8,32.2,0,6.3,13.8,26.4,11.5,0,11.8,6.5,0,17.1,52.9,11.8,44,36.1,16,150,1403,8125
4841,7233,3295,3938,7.2,7.6,6.9,8.2,7.6,37.2,25.3,5.5,5.4,8.6,8.3,6.7,32.7,32.9,43.4,49.2,419,5212,45020,193904
27813,664,290,374,5.9,2.1,12.1,0,19.7,45.5,14.8,2.9,3.7,6.4,7.2,20.6,48.1,11,32.3,29.5,6,44,304,1280
24361,5267,2643,2624,2.1,4.8,5.3,11.8,9.3,41.5,25.2,2.1,5.6,7.2,8.7,7.9,37.5,31,44.1,47,39,226,1333,5671
28314,54109,26006,28103,8.3,5.4,5.1,4.6,14.7,51.7,10.3,9.3,7,6.5,5.4,11.6,48,12.3,28.4,30.6,491,7795,47918,199038
69352,769,406,363,3,7.6,4.7,10.1,25.6,29.6,19.5,3.6,6.1,9.9,11.6,17.6,33.9,17.4,41.1,42.2,10,128,1329,5451
51355,850,408,442,4.9,5.6,10,11.8,4.2,30.1,33.3,7.5,2.5,14.9,5.4,3.4,24,42.3,51.9,54.1,60,448,3143,18139
55401,7573,3810,3763,2.6,7.6,6.2,5.9,1.7,61.2,14.9,2.7,5.8,4.6,5.9,1.1,63.8,16.1,35.5,32,974,41175,888611,3433604
73729,605,300,305,2.3,1,4,10.7,31.3,25.7,25,9.2,5.2,5.6,8.2,13.1,30.8,27.9,34.5,33.3,20,101,1334,3340
43506,14777,7235,7542,6.5,5.3,6.1,7.5,13.8,37.7,23.1,5.6,7.5,8,7,11.6,32.6,27.7,39.5,45.1,400,7725,67171,279082
95942,892,469,423,0,0,10.4,21.1,11.1,5.8,51.6,2.6,0,9.5,21,0,6.4,60.5,60.4,60.7,17,93,638,3028
21046,16143,7471,8672,8.4,7.2,6.4,7.2,11.6,43.4,15.8,9.1,7.5,7.1,7.9,12.5,39.6,16.4,37.2,35.9,1035,36004,759197,2953587
17222,10521,5154,5367,3.2,3.5,8,5.3,11.3,36,32.6,5.3,6.2,6,6.7,10.9,26.1,38.9,44.6,50.9,101,722,4897,25386
93455,42780,20401,22379,4.9,6.8,8.9,7.8,14.1,37.9,19.7,6.5,6.4,9,6.7,12.4,34.2,24.9,38.9,42.5,861,11254,116523,490722
84751,1797,950,847,8,3.7,9.4,7.9,22.2,38.5,10.3,7.7,9.2,5.3,6.5,15.6,34.5,21.3,26,39,32,507,4923,21816
58418,297,134,163,0,3.7,2.2,13.4,6.7,32.1,41.8,3.7,12.3,6.1,6.1,4.3,18.4,49.1,57,59.5,9,33,93,383
51033,381,227,154,4,4,11.5,9.7,8.4,27.3,35.2,0,1.9,9.1,6.5,10.4,32.5,39.6,53.8,52.7,10,23,164,857
37335,2681,1320,1361,8.4,3.2,12,16.3,14.7,23.2,22.2,7.4,8.3,8.7,13,9.8,34.1,18.7,50.1,44.7,12,306,1530,2793
21156,365,146,219,0,6.8,8.9,0,0,47.3,37,0,10.5,0,13.2,9.6,13.2,53.4,45.4,62.9,14,35,191,924
33311,67235,32211,35024,7.1,6.4,7.2,7.8,14.2,39.2,18,6.9,6.4,6.2,5.7,15.3,39.1,20.4,36.1,36.2,1148,10076,87349,364377
14225,33221,15483,17738,6.5,6,7.3,8.7,11.5,39.5,20.5,4.8,6.1,7.6,7.8,9.2,38.8,25.7,39,43,1240,26794,221793,923283
60482,11115,5609,5506,7.9,6.1,8.8,6.9,9.7,42.8,17.8,4.8,6.7,10.6,8.3,12,39.3,18.3,34.5,39,210,1338,12030,48200
5774,1071,552,519,8.5,4.9,7.4,9.6,10.3,19.2,40,6.6,7.5,16.4,8.5,10,20.8,30.3,54.7,51.3,20,43,239,1112
18104,43641,20669,22972,5.5,6.7,9.7,6.7,10.4,36.3,24.7,4,8,6.6,5.9,10.3,36.6,28.6,43.3,44.3,1173,21208,238940,1008836
21158,20843,10016,10827,5.7,7.2,7.9,8.7,14.1,35.5,20.9,6.5,8.1,7.8,5.4,14.6,36.5,21.1,41.9,39.8,288,3083,18696,83509
51652,1664,851,813,4.8,3.6,8.8,6.7,9.9,38.8,27.4,8.6,6.5,6.2,7.3,13.7,26.7,31.1,42.8,46.2,51,214,1512,6537
70422,15881,8138,7743,7.4,7.6,6.1,5.5,15.5,41.7,16,7,4.7,8.8,5,13.1,41.9,19.5,32.8,36.1,251,2983,18239,73240
95007,715,360,355,1.9,14.2,12.5,30.8,1.7,0,38.9,0,0,26.5,12.4,0,41.1,20,56.6,51.2,7,86,389,2225
32169,10103,4942,5161,4,3.7,5.1,11,6.9,21.8,47.6,2.7,4.7,7.9,9,6.2,21.5,48.1,58.5,58.9,377,2940,16860,76570
93920,941,611,330,5.1,1.8,16.5,7.5,14.7,33.6,20.8,0,6.1,3.3,6.7,9.7,43.3,30.9,43.8,43.8,52,1291,8371,39566
37914,20382,9482,10900,5.5,7.1,9,6.1,13.1,41.6,17.7,6.8,6.7,6.2,7.8,13.3,34.6,24.5,36.7,39.5,399,8168,78045,342004
26448,1199,579,620,5.5,6.6,1.6,8.8,12.1,42.5,23,9.7,3.4,7.6,4.2,16.8,38.1,20.3,35,36.6,9,64,519,2727
29126,2194,1078,1116,4,1.9,15.3,8.7,8.3,32.7,29.1,0.4,8.4,14.3,4.6,14.1,27,31.3,51.3,50.1,28,214,1745,7471
32531,5262,2608,2654,5.8,6.1,8.9,6.5,8.8,41.4,22.5,8.9,12.7,8.9,4.4,11.4,33.2,20.5,39.5,41.8,69,280,2290,9467
40115,579,266,313,7.5,13.2,3.4,11.7,12,12.8,39.5,1.9,0,10.9,7.3,10.9,43.8,25.2,55.3,44.2,6,11,55,359
3063,16026,7832,8194,8.2,5.3,8.5,6,12.1,43.3,16.5,5.6,7.7,6.5,9.5,10.3,40.5,19.9,35.4,39.2,598,11683,131117,572491
77474,12723,6358,6365,5.6,7.4,5.2,8.4,18.5,37.2,17.9,7.1,6.5,7.9,7.8,13,38.1,19.7,36.5,38.3,286,4286,43023,171297
90743,358,190,168,0,0,0,7.4,8.4,33.7,50.5,0,11.3,4.8,12.5,4.8,39.3,27.4,60.1,49.1,12,123,602,2861
16859,457,232,225,4.3,6.9,9.9,13.4,8.6,34.9,22,3.6,12.4,10.7,14.2,14.7,24.9,19.6,48.3,48.8,4,17,49,221
11558,8449,4117,4332,7,7.7,7.2,6.5,11.3,36.9,23.4,4.6,9.5,7.2,7.4,7.8,31.3,32.3,42.9,48.6,319,3156,37124,166294
97028,120,82,38,0,9.8,9.8,17.1,15.9,0,47.6,0,0,0,65.8,0,0,34.2,57.9,-,28,699,3368,13379
42045,2181,1138,1043,9.1,6.4,7.5,5.7,4,34.4,33,8,11.6,4.6,9.6,6.8,30.2,29.2,48.4,48,45,865,7670,40074
93239,1840,928,912,11.3,0,2.4,2.7,19.2,57.4,7,13.9,5.5,3.7,7.3,12.8,50.9,5.8,25.6,30.2,24,552,4936,20243
24162,1718,852,866,0,9.7,1.4,7.2,8.5,44.5,28.8,0,16.3,9.7,11.5,0,34.5,27.9,44.7,49.9,39,201,1056,4689
95930,155,66,89,28.8,0,0,45.5,0,25.8,0,0,0,34.8,0,46.1,19.1,0,27.8,29.2,4,9,34,154
1032,611,262,349,9.2,4.6,19.8,5.7,1.1,33.2,26.3,8.3,4.6,15.8,13.2,8.9,32.7,16.6,50.5,47.2,23,100,816,4065
46809,7944,3801,4143,8.3,6.3,6.5,10.9,13.2,33.9,20.9,5.7,5.1,8.1,9.7,9.6,37,24.8,40.7,42.5,390,10039,100794,432428
98031,36390,18233,18157,6.8,8.1,7.3,6.2,13,44,14.7,5.5,7.6,8,5.3,11,45,17.6,33.8,37.2,679,9636,99089,435022
78409,3003,1412,1591,5.7,8.9,9.3,8.6,12.3,42.6,12.5,17,9.7,4.2,3.4,17.3,39.2,9.2,36.6,25.9,200,12630,200218,796858
40743,232,129,103,0,0,12.4,0,6.2,56.6,24.8,0,6.8,8.7,0,7.8,48.5,28.2,27.6,27.9,41,1716,13545,56076
2458,12781,6001,6780,4.7,7.9,7.1,6.6,16.2,39.3,18.2,3.8,9.8,8.4,4.5,13.4,36.1,24,37.7,42.8,504,7745,131688,656876
54730,4976,2656,2320,5.5,7.6,8.7,8,17.3,33.8,19.1,4.4,8.5,5.4,6.4,13.1,36.5,25.7,39.7,42.4,88,556,3289,15613
10170,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,281,5380,162737,567817
11412,37832,16850,20982,5.7,7.5,8.5,7.6,12.7,42.4,15.6,6.4,8.4,8.5,8.2,10.7,36.5,21.3,36.2,42.6,277,1858,12650,51561
85212,25829,13003,12826,7,6.1,5.9,5.1,19.8,46.2,9.9,8,6.2,5.2,5.2,20.5,43.3,11.6,30.8,32,432,5832,57920,244160
53224,21478,10241,11237,10.8,6.6,5.1,6.7,19.3,38.7,12.8,7.4,5.5,6.7,5.3,16.1,43.4,15.6,30,32.4,378,15696,216792,899113
95689,1022,528,494,0,0,12.9,19.9,0,0,67.2,0,0,4.5,7.7,2.6,0,85.2,65.8,65.9,17,110,855,2729
24185,1034,586,448,12.5,4.1,4.1,9.6,13.7,34.6,21.5,0,3.8,13.4,7.6,9.6,28.3,37.3,29.9,53.5,10,136,1022,4566
98053,21185,10469,10716,6.9,7.6,7.6,4.8,15.1,35,23,4.4,5.9,8.2,6.1,14.9,34.5,26,41.6,42,448,3785,45110,194404
68333,8844,4542,4302,8.4,4,5.5,7.7,14.4,46.1,13.9,3.1,7.3,4.2,4.6,14.6,45.9,20.2,33.1,34.2,171,4881,48457,200970
16424,4569,2294,2275,3.3,7,8,8.7,8.7,33,31.3,3.7,7.5,10.6,6.4,10.8,28.3,32.7,48.8,49.8,73,550,3068,16623
5772,632,314,318,0,8,8.3,11.5,8,30.9,33.4,4.7,11.3,6.6,15.4,8.2,24.8,28.9,50.7,50.8,15,59,589,2460
36858,374,177,197,0,26.6,18.1,5.6,9,26.6,14.1,9.1,6.6,13.2,7.1,25.4,10.7,27.9,48.2,47.7,4,12,107,449
63021,56456,26378,30078,6,7.6,8,7.7,14.2,38.4,18,5.6,7.5,8.1,8.6,12.5,37.4,20.4,37.9,40.4,768,6142,54087,233182
57214,57,30,27,6.7,6.7,0,6.7,6.7,30,43.3,3.7,0,7.4,0,3.7,40.7,44.4,51.5,53.5,4,22,173,573
58503,29274,14482,14792,6.7,7.3,5.3,7.1,16,40.1,17.6,9,5.9,8.1,6.7,12.7,36.2,21.5,35.5,37.9,741,10663,129048,524046
84049,4526,2196,2330,4,4.3,4.8,6.1,20.2,34.4,26.1,9.7,4.3,6.9,7.6,16.4,32.5,22.7,37.6,39.6,168,1245,7728,34561
43113,23540,11509,12031,5.6,6.4,7.3,8,11.1,38.8,22.9,5.8,6,7.2,8.4,10.2,35.7,26.8,40.4,43.7,516,8543,79033,330655
67546,2587,1248,1339,4.2,5.8,8.3,7.3,11.9,32.6,30,2.8,4.3,7.8,7.6,12.2,27.1,38.2,46.3,52.1,61,545,3668,16561
15539,766,421,345,13.8,5.9,3.8,1.4,23.3,45.1,6.7,12.5,4.3,0,11.9,17.4,46.4,7.5,25.2,31.6,17,116,616,2555
46304,24514,12231,12283,5.9,8.3,8.9,6.4,14.7,37.7,18,4.9,8.2,8.2,7.3,11.6,39.2,20.7,38,42.1,611,12117,181564,724992
91306,49532,25842,23690,6.5,6.9,7.1,6.8,11.8,46.2,14.6,5.7,6.9,6.3,7.1,11.2,44.2,18.7,35.5,38,465,3121,18827,82288
25639,474,310,164,0,10.6,6.8,9.7,6.5,31.3,35.2,0,0,14,0,0,15.2,70.7,54.2,66.1,3,6,30,142
60018,29351,15418,13933,6.6,8.2,5.9,7.1,15.4,38.8,18.1,6.1,6.4,8.8,8.3,10.9,36.3,23.2,36.5,42,1689,48796,868105,3348270
52595,506,245,261,6.5,4.1,7.3,5.7,22,43.7,10.6,11.9,5.7,5.7,6.1,17.6,44.1,8.8,29.1,25,4,14,19,87
71406,195,125,70,0,0,19.2,0,16,41.6,23.2,0,0,12.9,15.7,0,14.3,57.1,41.7,62.2,3,6,14,83
27523,11578,5860,5718,5.1,10.4,8.4,5.4,15.5,41.6,13.5,7.1,9.5,9.2,7.6,14.1,37.2,15.3,37.1,39.4,199,1588,12331,54709
57355,1050,536,514,9,9.3,8.8,7.5,14.6,31,20,2.5,5.4,8.8,7.4,19.1,34.6,22.2,40.4,38.1,44,221,1318,6789
25419,9998,5054,4944,5.3,6.3,10.9,8.4,14.9,35,19.3,4.4,8.1,10,7.7,13.2,33.8,22.8,38.6,43.2,83,535,3819,16376
28303,29197,14231,14966,6.9,5.4,5.4,6.1,11.6,44.6,19.9,4.4,4.8,7.1,7.6,11,39.3,25.8,33.7,40.7,1114,17151,100771,425804
61484,743,346,397,5.5,9.8,8.1,4.9,13.6,36.4,21.7,2.5,2.8,6.5,8.6,11.3,40.6,27.7,39.5,38.3,14,84,562,2598
36744,6534,3082,3452,5,7.4,8,6.7,13.4,34.2,25.3,6.7,7.9,6.1,5.9,12.5,33.2,27.7,39.2,42.4,108,902,6457,27646
51443,1865,996,869,3.1,7.1,11.3,5.6,16.5,38.1,18.3,6.2,8.1,11.2,7.1,16.7,31.4,19.3,38.2,42.5,46,196,1889,8123
17518,1483,730,753,5.2,3.8,4.7,1.9,20,39.6,24.8,9.6,2,7.2,4,15.5,42,19.8,35.9,29.9,13,80,661,3601
43950,16509,9458,7051,2.9,6.6,7.2,7.7,8.4,47.3,20,3,5.6,8.8,10.1,10.2,28.3,34,40,51.8,543,9341,75048,305569
15729,1517,732,785,5.6,10.7,2.3,6,7.7,37.4,30.3,6.5,14.4,5.6,6.5,11,33.1,22.9,44.4,44.6,13,66,249,1058
57032,7157,3484,3673,10.8,5.9,4.3,2.2,25.7,41,10,10.4,6.5,4.3,2.5,20.3,49.1,7,29.5,28.4,141,1152,10009,43523
81427,966,479,487,4.2,5.2,5.4,14.2,5.4,36.3,29.2,4.3,6.4,11.9,5.7,4.5,32.9,34.3,49.6,50.6,100,399,2541,11814
1950,17766,8392,9374,6.8,6.7,11,9.7,9.8,32,23.9,4,7.2,9,11,11.8,27.5,29.4,46,49.7,778,10078,109354,498322
15357,1628,759,869,3.7,4.9,5.1,11.1,11.3,34.1,29.8,3.9,14.6,2.5,9.2,8.1,32.8,28.9,45.7,46.5,30,377,6993,20688
96817,57405,28390,29015,4.9,6.4,7.2,7.5,11.1,38.6,24.1,4.3,7.1,6.3,7,9.5,35.3,30.5,40.8,45.5,1806,29816,294072,1209153
75080,47897,24045,23852,6.4,7.3,6.2,3.6,13.2,47.5,15.9,6.3,5.6,6.2,5.9,11.2,43.3,21.6,31.8,37,1705,29700,529547,1905053
83612,2063,1099,964,5.1,2.2,7.8,9.2,9.2,29.7,36.9,1.5,7.5,7.7,10.2,10.9,23.1,39.2,51.5,54.5,53,226,1214,5820
62612,1904,941,963,3.5,6.7,10.3,8.2,13,39,19.3,7.2,5.3,9.6,8.3,11.6,32.6,25.4,42.3,43,36,213,2381,9227
77502,38390,19543,18847,9.8,6.2,5.9,4.8,18.1,44.7,10.6,9.7,5.8,6.5,4.9,14.9,42.6,15.6,28.4,32.3,427,4119,32992,128968
26056,174,87,87,0,0,25.3,0,10.3,52.9,11.5,0,0,37.9,23,0,39.1,0,30,54,6,56,301,1390
76638,2907,1521,1386,3.1,7.3,7.6,6.1,16.7,37.3,22,7.1,10.3,6.6,8.6,12.1,28.9,26.5,40.5,46.3,31,246,1979,8483
83468,124,53,71,0,11.3,0,3.8,0,0,84.9,0,11.3,7,22.5,5.6,25.4,28.2,81.2,58,3,5,38,123
38704,4,4,0,0,0,0,0,0,0,100,-,-,-,-,-,-,-,-,-,38,1293,13858,61914
4290,1305,621,684,2.3,2.7,11.9,15.5,10.8,29.6,27.2,3.1,7.3,14.3,9.6,9.2,33.2,23.2,51.3,49.2,23,77,456,1847
27505,5980,2929,3051,4.6,6.1,7.1,3,14.3,50.6,14.3,8.2,8,8.4,5,12,37.3,21.2,33.7,39.2,63,348,2169,10166
48027,3208,1642,1566,6,10.2,11.6,6.5,10,32.6,23,6.4,8.9,9.1,9.3,13,30.8,22.5,45.8,44.7,26,93,565,2708
96059,740,416,324,0.5,5,4.3,8.7,24,21.4,36.1,0.6,1.9,5.6,5.6,23.8,24.7,38,49.2,47.5,4,11,30,130
60133,38488,19436,19052,7.3,8.3,6.6,5.4,16.7,43.2,12.5,7.2,7.6,6.9,4.8,15.8,44.8,13,33.4,34.1,447,6660,55433,243983
61107,31192,14952,16240,6.6,7.2,7.9,6.5,12.7,36.2,22.9,5.2,6.3,8.3,6.7,12.7,32,28.8,39.9,45.1,734,10931,99651,448548
54612,5084,2665,2419,8.1,6.5,7.4,6.8,18.9,36.9,15.3,9.5,8,6.5,6.4,15.4,34.6,19.6,34.5,36.2,109,6918,68921,292560
7432,7269,3529,3740,8.1,11.4,9.4,7.1,15.8,31.5,16.6,4.9,7.9,6.2,6,13.9,36.1,25,41.8,42.6,362,3141,31339,150995
50315,35672,17447,18225,9.6,7.1,7.4,5.3,14.7,42.5,13.4,8,6.5,6.4,5.3,12.6,40.8,20.5,32.1,36.1,436,5897,46258,197479
78662,2982,1594,1388,5.8,6.5,11.3,4,10,43.2,19.3,3.3,12.4,10.5,6.6,5.1,39,23.1,40.7,46.6,22,192,2245,7924
41812,303,107,196,0,0,9.3,8.4,4.7,40.2,37.4,0,9.2,5.1,10.2,2.6,30.1,42.9,53.8,56.9,5,9,123,426
15001,32307,15754,16553,5.4,7.4,8.1,7.4,11,37,23.7,5.2,6.7,7.8,8.6,10,34,27.7,41.9,45.7,574,7352,61855,261021
14801,5652,2638,3014,5.5,7,6.7,7.4,14.3,37.7,21.5,5.8,4.7,5.8,7.8,16,38.7,21.2,39.7,36.8,51,354,2322,10721
32798,2785,1438,1347,0,5.5,4.2,15.9,9.7,15.7,49,0,1,1,7.7,1,30.3,58.9,59.1,64.7,51,556,5572,22457
68840,3012,1505,1507,9.9,4.8,4.9,9.8,16.4,33.3,21,8.7,5.3,5.8,7.4,16.1,33.5,23.2,36.8,35.6,63,939,8199,36920
22546,15832,7242,8590,7.2,7.3,7.6,7.5,15.2,36.5,18.5,8.2,7,6,9.9,13.9,38,17.1,39.6,36.6,172,2395,17953,82404
38582,1592,830,762,4.7,9.5,13.4,5.5,17.7,23.6,25.5,1.2,10.1,20.3,2.6,9.2,31.9,24.7,47.2,48.2,14,72,321,2448
7722,10121,5327,4794,5.5,9.6,10.4,7.2,13.5,34,19.7,4.3,10.2,13.4,10.5,13.4,30.1,18.3,40.9,46.8,330,2188,21076,91102
98333,3731,1721,2010,4.5,6.6,2.1,12.8,10.1,30.8,33.2,5.2,9.5,5.8,19.8,11,31.3,17.4,49,45.9,67,232,1513,7297
59474,3705,2155,1550,3.4,6.8,11,9.8,9,41.2,18.8,5.3,5.6,9.9,9.7,14.1,30.8,24.5,41.1,44.2,142,1280,9868,41547
66548,880,451,429,5.5,8.2,12.9,6.9,17.1,23.5,25.9,5.6,7.2,11.4,8.9,11.7,25.4,29.8,47.2,50,27,247,2054,10150
6107,19305,9075,10230,6.7,7.8,8.6,7.6,15,32.5,21.8,4.8,7.3,8.2,7.8,14.6,31.5,25.8,42.5,44.7,658,7034,86584,350028
52039,1073,550,523,0.7,4,10,7.1,10.2,44.4,23.6,9.8,5.7,13.2,11.5,11.1,25.8,22.9,42.6,49,24,113,826,4060
8721,20486,10174,10312,7,7,6.1,6.2,13.4,38.6,21.6,5,8.5,7.3,7.6,11.4,35.3,25,39.1,44,374,3150,25145,112519
56114,289,167,122,6,6.6,16.2,11.4,10.2,26.9,22.8,4.1,9,6.6,6.6,10.7,36.1,27,51.1,44,7,31,302,1352
6234,8294,4382,3912,8,8.8,7.2,8.6,12.4,34.5,20.5,3.6,8,7.2,8.2,14,33.4,25.7,41.9,43.9,115,1513,10265,47045
79763,35124,17401,17723,9.3,5.1,5.4,5.4,18.2,42.8,13.9,9.5,5.4,6.1,5.7,16.3,41,16,29.2,30.7,530,9301,132745,480900
